Id,Label,timeset,0,1,2,3,4,5,6,7,8,9,indegree,outdegree,Degree,componentnumber,strongcompnum,modularity_class
n830,breeselff,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""CentralCan"";s:4:""name"";s:10:""Mr. Waters"";s:2:""id"";i:186315211;s:6:""id_str"";s:9:""186315211"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}}",951997805865918464,491,152,116,2018-01-12 21:02:18,a daughter with a purpose,"San Angelo, TX",,0,0,0,501,1112,452
n831,redgoldnews,,true,a:0:{},954536411469963266,1177,245,89,2018-01-19 21:09:49,Jimmy Carter Early College High School student newspaper. Publication advisor @MrSilvaEdu,"La Joya, TX",,0,0,0,502,1113,453
n832,marquiso,,true,a:0:{},154090035,122880,4999,3167,2010-06-10 06:10:22,An Anthropologist from Mars. Works in Infosec. Often tongue-in-cheek.,Carbon baste.,,0,0,0,503,1114,454
n833,bookduke,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""Trevor8Hobbs"";s:4:""name"";s:12:""Trevor Hobbs"";s:2:""id"";i:97777729;s:6:""id_str"";s:8:""97777729"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",729953607550906368,201424,14320,14314,2016-05-10 04:37:56,Courage is being scared to death... and saddling up anyway. #AmReading #AmWriting #BookPromo,Between the pages,,0,0,0,504,1115,455
n834,courtrum,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SingletonArgus"";s:4:""name"";s:19:""The Singleton Argus"";s:2:""id"";i:384584692;s:6:""id_str"";s:9:""384584692"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}}",1356818881063473157,11948,1150,382,2021-02-02 23:44:19,,,,0,19,19,0,1116,588
n835,faully33,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SingletonArgus"";s:4:""name"";s:19:""The Singleton Argus"";s:2:""id"";i:384584692;s:6:""id_str"";s:9:""384584692"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}}",2374260762,330830,4999,3638,2014-03-05 14:46:38,"Virtual Baraka  Loves Art,Music,Movie Production techniques of the US Pacific NW.",,,0,1,1,0,1117,588
n836,dipyachip,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""tafensw"";s:4:""name"";s:8:""TAFE NSW"";s:2:""id"";i:564277420;s:6:""id_str"";s:9:""564277420"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:11;}}}",1188396010457858048,28,14,4,2019-10-27 06:04:36,,,,0,0,0,505,1118,456
n837,rhs_scoreboard,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""RandallRaiderHS"";s:4:""name"";s:15:""RandallRaiderHS"";s:2:""id"";i:338716665;s:6:""id_str"";s:9:""338716665"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",894387192616931329,1387,21,1450,2017-08-06 22:38:18,Welcome to the Randall High School Scoreboard!  Keep up with your Randall High School programs success by following the Randall Scoreboard!!,,,0,0,0,506,1119,457
n838,hatmos91,,true,a:0:{},197278331,9607,152,93,2010-09-30 22:27:40,"Hobbit on the streets, cookie monster in the sheets.Slytherin. Barnsley FC and Macarthur FC.queer, socialist and Aspie. He/She/they, doesnt matter.",Macarthur,,0,0,0,507,1120,458
n839,mikeaubrey2,,true,a:0:{},820431428835885059,232344,4999,4522,2017-01-14 19:44:30,🏳️‍🌈🇦🇺,"Sydney, New South Wales",,2,0,2,508,1121,552
n840,knarfnamduh,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",95718878,232283,2247,4135,2009-12-09 14:54:50,"Oz born and bred, spent working life in R&D and IP. Fortunate enough to be in the best country in the World, even though I occasionally get grumpy with it.","South Coast, New South Wales",,0,0,0,509,1122,459
n841,greg40800368,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1105947487712366593,5548,449,163,2019-03-13 17:43:23,Free thinker and common sense advocate. Put the shoe on the other foot type of bloke.,WA,,0,0,0,510,1123,460
n842,littlesparrow9,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""MarquisO"";s:4:""name"";s:7:""Marquis"";s:2:""id"";i:154090035;s:6:""id_str"";s:9:""154090035"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}}",943328498,183338,654,849,2012-11-12 06:28:54,,,,0,1,1,0,1124,531
n843,cannesvibe,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""Trevor8Hobbs"";s:4:""name"";s:12:""Trevor Hobbs"";s:2:""id"";i:97777729;s:6:""id_str"";s:8:""97777729"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",794911747350130689,106766,6185,6199,2016-11-05 10:38:24,"#Cannes | Everything Cannes | Qui y vient, y vit | Promotion des arts","Cannes, France",,0,0,0,511,1125,461
n844,daveyk317,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""Noisynanawarat1"";s:4:""name"";s:17:""Noisynana@waratah"";s:2:""id"";i:1196590977932091392;s:6:""id_str"";s:19:""1196590977932091392"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""AngelaKorras"";s:4:""name"";s:13:""Angela Korras"";s:2:""id"";i:78787098;s:6:""id_str"";s:8:""78787098"";s:7:""indices"";a:2:{i:0;i:21;i:1;i:34;}}}",28690225,562828,9801,9724,2009-04-03 19:52:46,"CONservative & L/NP GovTs are destroying people's lives, society & the environment. Driven by the GREED of their DONORS & their own GREED. Vote them out!",Sydney,,0,2,2,0,1126,584
n845,virgotweet,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",116889724,421585,482,4280,2010-02-23 17:14:14,"Writes poetry in spare time, invited to  read Poetry at a Poetry Convention in Washington DC  August 2000","New South Wales, Australia",,3,1,4,0,560,566
n846,zainebulot1,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""AdamBandt"";s:4:""name"";s:10:""Adam Bandt"";s:2:""id"";i:25960714;s:6:""id_str"";s:8:""25960714"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:13;}}}",1367969314649743361,6,,,2021-03-05 17:45:30,"And Adam knew his wife again; and she bare a son, and called his name Seth: For God, said she, hath appointed me another seed instead of Abel, whom Cain slew.",Amritsar-Shanghai Coordinator,,0,0,0,512,1127,462
n847,chippiebrooks,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1175609188736626690,10786,328,318,2019-09-21 23:14:41,,,,0,0,0,513,1128,463
n848,pinkskymagazine,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""NPKirwan"";s:4:""name"";s:46:""Nigel Kirwan (Niall Ciardubain) #ProudSewerRat"";s:2:""id"";i:1945710606;s:6:""id_str"";s:10:""1945710606"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:6:""jobsts"";s:4:""name"";s:44:""01101010 01101111 01100010 01110011 01110100"";s:2:""id"";i:25216405;s:6:""id_str"";s:8:""25216405"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:21;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""mariewalsh18"";s:4:""name"";s:5:""Marie"";s:2:""id"";i:612441328;s:6:""id_str"";s:9:""612441328"";s:7:""indices"";a:2:{i:0;i:22;i:1;i:35;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""PhilCygnus"";s:4:""name"";s:11:""Phil Gorman"";s:2:""id"";i:2493673550;s:6:""id_str"";s:10:""2493673550"";s:7:""indices"";a:2:{i:0;i:36;i:1;i:47;}}}",1577860519,28675,3502,2018,2013-07-08 10:41:11,Living on land stolen from the Kabi Kabi and Jinibara people. Against corruption. Supports equality and sustainability.,"Queensland, Australia",,0,3,3,0,1129,469
n849,eve5810,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1025933265952157697,121558,1345,701,2018-08-04 22:35:26,,,,0,0,0,514,1130,464
n850,jchimselfbigpo2,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""NPKirwan"";s:4:""name"";s:46:""Nigel Kirwan (Niall Ciardubain) #ProudSewerRat"";s:2:""id"";i:1945710606;s:6:""id_str"";s:10:""1945710606"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:6:""jobsts"";s:4:""name"";s:44:""01101010 01101111 01100010 01110011 01110100"";s:2:""id"";i:25216405;s:6:""id_str"";s:8:""25216405"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:21;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""mariewalsh18"";s:4:""name"";s:5:""Marie"";s:2:""id"";i:612441328;s:6:""id_str"";s:9:""612441328"";s:7:""indices"";a:2:{i:0;i:22;i:1;i:35;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""PhilCygnus"";s:4:""name"";s:11:""Phil Gorman"";s:2:""id"";i:2493673550;s:6:""id_str"";s:10:""2493673550"";s:7:""indices"";a:2:{i:0;i:36;i:1;i:47;}}}",1060852075175665664,132044,4951,2080,2018-11-09 06:10:19,"retired Banker, Financier,Taxi Driver, ex cricketer, golfer, bikie, snooker player, widower , father & proud Grandfather, puppy -Athiest.- NO DM’s !",Queensland,,0,3,3,0,1131,469
n851,deniseshrivell,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""book_bitchy"";s:4:""name"";s:22:""on new medication 🗡"";s:2:""id"";i:756353959053230080;s:6:""id_str"";s:18:""756353959053230080"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""deniseshrivell"";s:4:""name"";s:54:""📣💧Denise Shrivell -North Sydney #independentsday"";s:2:""id"";i:16094885;s:6:""id_str"";s:8:""16094885"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:32;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SueArmstrong93"";s:4:""name"";s:13:""Sue Armstrong"";s:2:""id"";i:920033668122288128;s:6:""id_str"";s:18:""920033668122288128"";s:7:""indices"";a:2:{i:0;i:33;i:1;i:48;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""BreakfastNews"";s:4:""name"";s:14:""News Breakfast"";s:2:""id"";i:16463397;s:6:""id_str"";s:8:""16463397"";s:7:""indices"";a:2:{i:0;i:49;i:1;i:63;}}}",16094885,232612,6474,26346,2008-09-02 06:16:22,Active participator in our very shaky democracy. Just doing whatever I can. Why aren’t you? Regular @spinproofau live podcaster. Own views frequently expressed,"#Northsydneyvotes",,14,3,17,0,79,588
n852,breakthruleader,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""book_bitchy"";s:4:""name"";s:22:""on new medication 🗡"";s:2:""id"";i:756353959053230080;s:6:""id_str"";s:18:""756353959053230080"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""deniseshrivell"";s:4:""name"";s:54:""📣💧Denise Shrivell -North Sydney #independentsday"";s:2:""id"";i:16094885;s:6:""id_str"";s:8:""16094885"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:32;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SueArmstrong93"";s:4:""name"";s:13:""Sue Armstrong"";s:2:""id"";i:920033668122288128;s:6:""id_str"";s:18:""920033668122288128"";s:7:""indices"";a:2:{i:0;i:33;i:1;i:48;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""BreakfastNews"";s:4:""name"";s:14:""News Breakfast"";s:2:""id"";i:16463397;s:6:""id_str"";s:8:""16463397"";s:7:""indices"";a:2:{i:0;i:49;i:1;i:63;}}}",149868367,54174,2958,1185,2010-05-30 08:54:52,,,,0,3,3,0,1132,588
n853,bferris1703,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""AYi51887990"";s:4:""name"";s:4:""A Yi"";s:2:""id"";i:1176387583011516416;s:6:""id_str"";s:19:""1176387583011516416"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1102295132,18395,1256,631,2013-01-18 18:32:23,Left wing Adelaide Crows supporter; if you couldn't tell from my tweets.  Blocked by @afl 6 years and counting.,South Australia,,0,1,1,0,1133,584
n854,suearmstrong93,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""book_bitchy"";s:4:""name"";s:22:""on new medication 🗡"";s:2:""id"";i:756353959053230080;s:6:""id_str"";s:18:""756353959053230080"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""deniseshrivell"";s:4:""name"";s:54:""📣💧Denise Shrivell -North Sydney #independentsday"";s:2:""id"";i:16094885;s:6:""id_str"";s:8:""16094885"";s:7:""indices"";a:2:{i:0;i:13;i:1;i:28;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""BreakfastNews"";s:4:""name"";s:14:""News Breakfast"";s:2:""id"";i:16463397;s:6:""id_str"";s:8:""16463397"";s:7:""indices"";a:2:{i:0;i:29;i:1;i:43;}}}",920033668122288128,71239,1466,716,2017-10-16 17:08:14,,,,12,3,15,0,79,588
n855,thomasjwhalley1,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""book_bitchy"";s:4:""name"";s:22:""on new medication 🗡"";s:2:""id"";i:756353959053230080;s:6:""id_str"";s:18:""756353959053230080"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""deniseshrivell"";s:4:""name"";s:54:""📣💧Denise Shrivell -North Sydney #independentsday"";s:2:""id"";i:16094885;s:6:""id_str"";s:8:""16094885"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:32;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SueArmstrong93"";s:4:""name"";s:13:""Sue Armstrong"";s:2:""id"";i:920033668122288128;s:6:""id_str"";s:18:""920033668122288128"";s:7:""indices"";a:2:{i:0;i:33;i:1;i:48;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""BreakfastNews"";s:4:""name"";s:14:""News Breakfast"";s:2:""id"";i:16463397;s:6:""id_str"";s:8:""16463397"";s:7:""indices"";a:2:{i:0;i:49;i:1;i:63;}}}",1205653226722189313,464,134,65,2019-12-13 19:58:35,,,,0,3,3,0,1134,588
n856,kevthelip,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",2478214640,47733,388,229,2014-05-05 07:21:41,,wollongong,,0,0,0,515,1135,465
n857,angelaamoran,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""socorrohs_tafe"";s:4:""name"";s:15:""Socorro HS Tafe"";s:2:""id"";i:1310972403288338432;s:6:""id_str"";s:19:""1310972403288338432"";s:7:""indices"";a:2:{i:0;i:182;i:1;i:197;}}}",761936859274416128,368,248,207,2016-08-06 10:47:58,,,,1,1,2,68,1136,470
n858,rhysparton,,true,a:0:{},190154112,35795,1482,1198,2010-09-13 02:06:01,Wiradjuri man. Father. Actor. Photographer. Podcast host & editor (#NerdOutConsumed). Occasionally put videos on YouTube. Expect crude language & typos. He/Him.,Waywurru (Waveroo) Country,,0,3,3,0,1139,469
n859,john77167223,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1275374369049477120,23729,375,215,2020-06-23 06:25:47,GrumpyCptJohnno,,,0,0,0,516,1140,466
n860,socorrohs_tafe,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""AngelaaMoran"";s:4:""name"";s:12:""Angela Moran"";s:2:""id"";i:761936859274416128;s:6:""id_str"";s:18:""761936859274416128"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1310972403288338432,90,19,31,2020-09-29 11:59:46,Socorro High School TAFE (Texas Association of Future Educators),"El Paso, TX",,5,3,8,68,196,470
n861,dingos1946,,true,a:0:{},2727924823,89214,4736,3427,2014-08-12 20:24:23,"Humanist, Democrat, Labor Member, Anti Fascist,Father, Grand Father. Free Palestine, Bribe Minister Morrison LNP is Destroying Democracy!Restore Constitution!","East Ipswich, Brisbane",,0,0,0,517,1141,467
n862,jurylady5,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",425580734,1756987,17529,15934,2011-12-01 00:19:56,"Interested in world affairs, communication, education and peace.",Southern hemisphere,,0,2,2,0,1142,469
n863,justiceozzie,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1341246164394364929,11282,3619,990,2020-12-21 23:57:36,"The most CORRUPT Govt in history of Religious zealots & #Murdochracy puppets must be prosecuted & abolished. Angus Taylor, Dutton & Morrison are core CORRUPT.",,,0,0,0,518,1143,468
n864,devalara44,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""GladysB"";s:4:""name"";s:18:""Gladys Berejiklian"";s:2:""id"";i:704882735815401472;s:6:""id_str"";s:18:""704882735815401472"";s:7:""indices"";a:2:{i:0;i:26;i:1;i:34;}}}",26160313,355036,3711,6086,2009-03-23 22:45:49,"Political tragic, Retired Adviser/Nurse/Social Worker, proud Irish-Australian, ten pound paddy. Fight until you win.",Australia,,0,1,1,0,1144,584
n865,christi05571146,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""book_bitchy"";s:4:""name"";s:22:""on new medication 🗡"";s:2:""id"";i:756353959053230080;s:6:""id_str"";s:18:""756353959053230080"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""deniseshrivell"";s:4:""name"";s:54:""📣💧Denise Shrivell -North Sydney #independentsday"";s:2:""id"";i:16094885;s:6:""id_str"";s:8:""16094885"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:32;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SueArmstrong93"";s:4:""name"";s:13:""Sue Armstrong"";s:2:""id"";i:920033668122288128;s:6:""id_str"";s:18:""920033668122288128"";s:7:""indices"";a:2:{i:0;i:33;i:1;i:48;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""BreakfastNews"";s:4:""name"";s:14:""News Breakfast"";s:2:""id"";i:16463397;s:6:""id_str"";s:8:""16463397"";s:7:""indices"";a:2:{i:0;i:49;i:1;i:63;}}}",1183485474880360448,23639,900,695,2019-10-13 16:52:12,Freelance Writer. Studied Law/Social Science. Use Social science to explain Govt policy. Opinions are my own.,Noosa,,0,3,3,0,1145,588
n866,crankyserf,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""Bazzio101"";s:4:""name"";s:9:""Bazzio101"";s:2:""id"";i:467130216;s:6:""id_str"";s:9:""467130216"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""cheryl_kernot"";s:4:""name"";s:13:""Cheryl Kernot"";s:2:""id"";i:711750460932141056;s:6:""id_str"";s:18:""711750460932141056"";s:7:""indices"";a:2:{i:0;i:15;i:1;i:29;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""MikeCarlton01"";s:4:""name"";s:12:""Mike Carlton"";s:2:""id"";i:160856325;s:6:""id_str"";s:9:""160856325"";s:7:""indices"";a:2:{i:0;i:30;i:1;i:44;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""MrDenmore"";s:4:""name"";s:10:""Mr Denmore"";s:2:""id"";i:23293734;s:6:""id_str"";s:8:""23293734"";s:7:""indices"";a:2:{i:0;i:45;i:1;i:55;}}}",814568231495077892,42869,790,380,2016-12-29 15:26:15,,,,0,81,81,0,1161,469
n867,chrisswteacher,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""GladysB"";s:4:""name"";s:18:""Gladys Berejiklian"";s:2:""id"";i:704882735815401472;s:6:""id_str"";s:18:""704882735815401472"";s:7:""indices"";a:2:{i:0;i:25;i:1;i:33;}}}",805884044,47815,617,1009,2012-09-05 22:35:32,"teacher, active unionist, passionate about learning and social justice. Views are my own.","Sydney, Australia",,0,4,4,0,1162,584
n868,nmatsu_edhs,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""AngelaaMoran"";s:4:""name"";s:12:""Angela Moran"";s:2:""id"";i:761936859274416128;s:6:""id_str"";s:18:""761936859274416128"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""socorrohs_tafe"";s:4:""name"";s:15:""Socorro HS Tafe"";s:2:""id"";i:1310972403288338432;s:6:""id_str"";s:19:""1310972403288338432"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:29;}}}",3285521400,1098,465,539,2015-07-20 11:54:49,,,,0,2,2,68,1163,470
n869,maharaj59,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",829569365200687106,13857,317,107,2017-02-09 00:55:24,"Bula vinaka... Love life, but I don't suffer fools gladly, especially RWFWs. Ex-RAF (UK)","Perth, Western Australia",,0,0,0,519,1164,471
n870,randaltsrandal,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",2332818674,164257,3686,6932,2014-02-07 22:59:44,"Specialist teaching consultant-ret. due to MS. Legs shot, brain in fantastic nick.  Survival of the fittest is for animals. 💧","Queensland, Australia",,0,0,0,520,1165,472
n871,cyclify,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""GladysB"";s:4:""name"";s:18:""Gladys Berejiklian"";s:2:""id"";i:704882735815401472;s:6:""id_str"";s:18:""704882735815401472"";s:7:""indices"";a:2:{i:0;i:26;i:1;i:34;}}}",2803016864,48018,897,1276,2014-09-11 00:37:35,"'Cycling transcends sport. It's TRANSport.'           Left-leaning former editor, author, obsessive bicycle-rider. Join the peloton!","NSW, Australia",,0,1,1,0,1166,584
n872,leel06lee,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""mikeaubrey2"";s:4:""name"";s:32:""🇦🇺mikeaubrey🏳️‍🌈"";s:2:""id"";i:820431428835885059;s:6:""id_str"";s:18:""820431428835885059"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",715626890,422015,4251,3134,2012-07-25 02:56:15,Private,Nrthrn Tblnds NSW,,0,1,1,0,1167,531
